zone_type,rainfall_mm,week_type,population_density,month,special_event,previous_wet_tons,previous_dry_tons,wet_waste_tons,dry_waste_tons
office,29.6,festival,high,2,no,6.35,6.44,6.07,6.47
residential,0.0,normal,medium,3,yes,3.98,2.54,4.9,3.37
residential,43.2,normal,high,1,no,5.95,3.72,7.25,3.29
market,41.2,festival,medium,1,no,11.49,3.79,11.01,4.49
residential,76.5,normal,medium,7,no,5.49,1.34,6.22,1.69
residential,70.0,normal,high,5,no,7.64,2.43,8.13,2.75
residential,71.7,holiday,high,3,no,8.65,2.9,7.94,3.17
office,90.2,holiday,medium,7,no,4.77,4.46,4.96,3.85
tourist_area,28.1,festival,medium,2,no,4.42,6.77,6.17,6.87
market,169.8,festival,medium,3,no,13.37,4.43,12.8,4.37
tourist_area,10.6,normal,medium,1,no,6.1,5.4,5.47,4.92
residential,70.8,holiday,medium,8,yes,6.59,3.72,7.52,3.3
market,6.1,normal,medium,2,yes,8.9,4.49,9.28,4.9
residential,218.4,normal,high,7,no,8.49,3.18,8.93,2.96
school,40.9,normal,low,11,no,1.83,2.85,1.96,3.04
tourist_area,41.3,normal,medium,9,no,5.12,5.37,5.35,5.51
school,300.0,festival,low,6,no,5.25,2.8,4.05,2.58
market,39.4,festival,medium,2,no,12.72,5.44,12.52,4.74
school,57.0,normal,low,2,no,1.85,1.59,1.51,2.5
residential,77.5,normal,medium,9,no,6.08,2.17,5.11,2.75
tourist_area,21.1,normal,high,10,no,5.95,6.74,5.76,5.54
market,178.2,holiday,high,8,no,15.0,3.07,15.8,2.99
market,101.6,holiday,low,9,yes,9.2,2.47,9.79,2.08
school,33.0,normal,medium,4,no,1.72,2.49,1.33,3.0
school,51.1,normal,medium,4,no,1.85,3.64,1.61,3.26
residential,14.1,normal,high,2,no,5.96,2.08,6.45,2.93
school,56.6,normal,high,10,yes,4.5,6.78,4.65,6.6
residential,5.3,festival,medium,1,no,5.93,3.23,6.95,3.71
office,9.5,normal,medium,10,no,3.09,4.54,3.9,4.49
office,1.3,normal,high,4,yes,4.73,5.48,5.17,5.69
office,13.6,normal,low,10,no,2.55,3.16,2.2,2.68
school,14.3,normal,medium,10,no,1.77,3.49,2.15,3.76
market,49.1,festival,high,11,no,15.0,4.29,17.2,4.57
residential,104.4,normal,high,8,no,7.62,3.49,9.42,2.52
office,17.2,normal,medium,2,no,2.87,3.8,3.08,4.11
residential,31.7,normal,medium,12,no,3.28,1.79,4.21,2.22
market,1.6,normal,medium,11,no,8.23,2.24,8.77,2.01
residential,84.5,normal,medium,8,no,5.2,1.89,5.49,2.23
residential,29.6,holiday,medium,1,no,6.28,3.93,6.69,3.4
school,30.8,normal,medium,1,yes,3.42,6.46,3.75,4.9
residential,44.6,normal,high,4,no,6.99,3.19,7.28,2.5
office,49.8,normal,high,7,no,6.13,3.78,5.42,3.47
residential,129.6,normal,low,9,no,4.5,1.46,3.46,1.58
residential,34.6,normal,medium,5,no,4.48,1.68,5.35,2.3
market,99.2,normal,medium,2,no,7.64,3.28,7.85,3.47
residential,7.3,holiday,medium,12,yes,6.02,5.46,5.86,5.08
residential,86.3,festival,low,7,yes,8.17,1.35,7.54,1.75
office,27.6,normal,medium,11,no,2.35,3.65,3.02,4.46
residential,198.2,normal,high,2,no,6.81,2.86,5.68,3.26
office,33.6,normal,medium,9,no,3.67,3.13,3.69,3.25
residential,89.9,normal,high,9,no,8.33,3.5,8.49,3.48
residential,12.7,holiday,high,3,no,8.13,3.09,8.3,3.16
office,78.7,normal,low,8,no,0.77,1.98,1.28,1.99
residential,7.9,normal,low,11,no,3.01,2.47,2.56,1.27
residential,1.5,holiday,high,4,yes,10.18,4.57,10.48,4.29
market,25.5,holiday,high,3,no,12.76,5.28,13.64,5.65
residential,12.3,normal,low,1,no,2.16,2.0,2.34,1.99
office,6.0,normal,low,5,yes,2.02,3.29,2.69,3.09
residential,11.7,normal,low,11,no,3.91,0.63,4.8,1.64
office,1.5,normal,high,4,yes,5.31,4.91,5.4,5.23
tourist_area,90.1,festival,low,1,yes,5.58,5.62,5.44,5.27
market,26.1,holiday,medium,10,no,11.21,1.51,11.54,2.38
tourist_area,166.8,holiday,high,8,no,9.27,5.87,8.62,5.45
market,81.8,normal,low,8,no,6.25,1.68,5.97,1.8
tourist_area,202.8,holiday,medium,8,no,5.79,4.7,6.58,4.28
residential,19.8,normal,medium,3,no,5.28,2.07,4.83,2.65
school,96.6,normal,high,6,no,3.89,4.2,3.74,4.06
market,20.3,normal,medium,12,no,8.25,3.66,7.82,3.18
market,39.6,normal,medium,12,yes,9.92,3.2,9.52,3.57
school,98.1,holiday,medium,7,no,2.9,2.42,4.03,3.19
office,79.9,normal,low,9,no,1.06,1.66,2.63,1.35
residential,4.7,normal,low,5,no,6.96,0.85,6.91,0.96
residential,107.0,normal,medium,9,yes,5.77,2.33,6.74,2.54
office,107.0,normal,medium,6,yes,3.81,3.81,4.24,4.32
school,3.0,normal,high,10,no,4.33,5.77,3.12,4.37
tourist_area,15.1,normal,high,10,no,7.57,6.76,6.92,6.9
office,21.7,holiday,medium,10,no,3.63,5.03,4.95,4.39
tourist_area,52.6,normal,medium,4,no,5.3,5.76,4.84,5.04
office,2.4,normal,medium,1,no,2.71,2.07,3.64,2.48
residential,12.9,normal,high,1,no,7.58,4.07,7.07,3.6
residential,51.9,holiday,medium,10,no,6.76,2.15,4.93,2.73
office,31.4,normal,medium,5,no,2.27,2.33,3.08,2.47
school,10.3,normal,medium,3,no,0.84,4.39,2.22,4.92
residential,56.0,normal,medium,5,no,4.67,1.1,5.01,1.9
market,20.4,normal,medium,5,no,9.92,1.72,10.45,2.27
tourist_area,20.7,normal,medium,1,no,4.38,5.74,3.29,5.43
market,300.0,holiday,low,8,no,9.67,1.69,8.77,2.3
market,88.2,normal,high,5,no,12.47,3.34,12.77,4.0
market,13.3,normal,low,5,no,4.93,1.35,6.06,1.08
residential,62.7,holiday,low,9,no,4.78,2.02,5.66,1.61
market,97.3,normal,medium,8,no,10.51,2.47,10.7,2.77
market,0.9,normal,low,1,no,5.98,1.84,5.22,2.43
residential,0.6,normal,medium,3,no,4.75,2.04,4.88,2.09
office,15.1,normal,medium,12,yes,3.28,5.04,3.68,4.63
market,229.9,normal,medium,7,no,12.18,2.47,10.44,2.44
office,61.5,normal,medium,1,no,4.06,4.13,3.53,4.55
office,21.5,holiday,low,1,no,2.96,2.89,2.57,2.93
residential,25.0,festival,low,5,no,6.43,2.38,6.04,1.67
school,31.0,normal,high,9,no,3.4,4.43,3.81,4.61
market,93.5,normal,medium,6,no,10.68,3.06,9.73,3.18
tourist_area,0.8,normal,medium,10,yes,5.8,5.76,5.9,5.87
residential,42.1,holiday,low,2,no,3.93,0.74,4.33,1.88
school,4.7,normal,medium,11,no,3.55,4.66,3.78,4.89
school,187.4,normal,medium,9,no,1.66,4.95,1.46,4.23
residential,60.9,holiday,medium,6,no,8.12,2.04,6.77,2.25
residential,7.8,holiday,high,5,no,8.43,3.24,8.8,2.5
school,5.1,holiday,low,5,no,1.65,2.83,1.81,3.43
office,29.6,normal,medium,12,no,4.0,3.89,5.29,3.78
residential,69.3,holiday,high,3,no,5.38,4.46,6.64,3.88
school,130.9,holiday,high,6,no,2.31,5.24,3.35,4.88
market,12.9,normal,low,4,no,6.6,1.63,6.54,2.0
office,26.6,normal,medium,12,no,4.07,3.11,2.86,2.99
residential,11.2,normal,low,10,yes,4.65,2.94,4.94,2.13
tourist_area,212.1,festival,low,2,yes,6.14,5.99,5.98,5.6
residential,41.4,normal,medium,3,no,2.71,2.56,3.5,2.21
market,114.2,normal,low,9,no,7.95,1.35,7.66,1.72
residential,16.5,normal,high,11,no,6.91,4.96,6.99,4.03
residential,28.9,holiday,medium,11,no,6.3,2.18,5.15,3.3
market,18.9,normal,low,9,no,6.55,2.64,7.2,2.63
residential,68.9,normal,low,6,no,5.46,0.75,4.52,1.39
office,15.1,normal,high,10,no,4.53,4.3,4.29,4.13
residential,80.0,festival,low,10,no,4.22,3.36,5.73,3.92
market,99.5,normal,medium,9,no,11.84,3.61,11.94,2.98
residential,2.6,normal,medium,4,no,6.19,2.41,4.8,2.07
residential,64.9,holiday,medium,11,no,4.43,3.03,5.12,3.35
residential,9.4,normal,medium,5,no,4.39,1.94,5.0,2.19
market,8.4,festival,low,10,no,10.31,2.77,9.32,2.38
market,73.1,normal,low,6,no,9.07,2.6,8.91,3.23
market,100.0,normal,low,9,no,5.96,1.79,6.47,2.26
market,23.6,normal,medium,5,no,9.32,1.57,9.47,2.1
school,65.0,normal,medium,8,no,0.8,3.08,1.1,4.3
residential,37.9,normal,medium,11,no,4.01,2.2,4.67,2.77
market,11.4,normal,low,1,yes,6.25,2.17,7.03,2.39
tourist_area,45.7,holiday,medium,5,no,6.79,5.75,6.56,6.53
market,5.8,normal,medium,10,no,9.12,3.28,8.64,3.45
school,45.8,normal,high,1,no,2.02,5.42,2.21,5.67
residential,32.7,normal,medium,10,yes,7.09,2.35,6.81,2.47
office,104.8,festival,medium,6,no,6.01,4.03,5.83,3.97
office,70.5,normal,medium,7,no,3.11,1.98,3.85,2.21
market,33.0,normal,high,12,no,10.94,4.1,10.67,4.89
tourist_area,2.5,normal,high,5,yes,8.05,7.0,7.26,6.41
residential,57.2,normal,medium,1,no,4.13,3.13,4.56,3.49
residential,66.0,normal,low,6,no,5.58,1.91,4.82,1.33
office,4.8,festival,medium,10,no,2.48,4.91,3.86,4.72
office,25.8,normal,medium,5,no,2.79,3.57,3.01,3.26
residential,137.8,festival,high,6,no,12.04,5.65,12.61,4.45
residential,2.4,normal,medium,11,yes,6.63,3.02,5.73,3.45
residential,76.1,normal,low,10,no,3.62,2.5,3.82,2.14
residential,300.0,festival,high,7,no,11.87,3.55,12.04,3.07
office,91.1,normal,high,7,no,4.61,4.43,3.99,4.18
market,19.7,festival,medium,2,no,13.31,5.5,12.24,4.49
residential,40.6,normal,medium,12,no,5.43,2.62,4.85,2.47
market,11.9,festival,medium,3,no,12.16,3.65,13.07,3.05
residential,20.4,normal,high,12,no,7.06,4.32,6.47,3.84
residential,249.9,normal,high,6,yes,9.26,2.9,8.7,3.23
school,93.5,normal,medium,3,no,3.23,3.63,2.99,3.71
tourist_area,78.5,normal,medium,2,no,4.36,5.66,4.29,6.15
office,9.1,normal,high,4,no,5.4,3.92,4.65,5.27
residential,7.9,normal,medium,5,no,6.3,2.25,5.89,2.06
tourist_area,10.6,normal,medium,11,no,5.53,4.99,5.71,4.79
office,17.5,normal,high,10,yes,6.64,5.73,6.35,6.14
office,97.5,holiday,low,9,no,2.23,0.92,2.89,1.78
market,14.1,normal,medium,3,no,8.66,2.98,7.73,3.47
market,29.1,normal,high,3,no,9.62,4.64,11.9,4.43
residential,171.4,normal,high,6,no,9.07,4.02,9.32,3.32
residential,39.9,normal,medium,5,no,6.64,1.88,6.52,1.97
residential,176.1,normal,low,6,no,3.87,0.38,3.43,1.05
residential,48.3,normal,medium,7,no,6.7,2.31,6.98,2.11
market,1.5,festival,medium,11,no,13.07,2.67,12.81,3.91
office,46.7,holiday,low,3,no,2.28,2.84,2.29,2.2
market,22.8,normal,high,5,no,14.77,2.33,12.93,3.43
residential,80.4,normal,medium,8,no,5.44,2.75,4.87,1.62
tourist_area,1.6,normal,medium,4,no,6.02,4.7,5.77,4.79
tourist_area,8.8,normal,medium,10,no,5.89,5.49,5.98,5.11
office,30.5,normal,high,2,no,3.46,4.95,3.96,4.1
tourist_area,58.8,normal,medium,4,no,5.16,4.17,5.41,3.45
market,74.7,normal,low,2,no,5.51,1.64,5.61,1.34
tourist_area,20.8,normal,low,3,no,3.65,3.43,3.24,3.44
residential,23.7,normal,medium,4,no,4.4,2.46,4.93,2.14
market,53.7,festival,medium,4,no,15.0,4.21,15.11,3.48
residential,23.1,normal,medium,10,no,6.81,1.63,6.14,2.62
residential,89.6,holiday,medium,9,no,7.01,3.02,7.59,2.25
residential,70.6,festival,low,10,yes,6.84,3.08,6.83,3.21
school,143.3,normal,medium,6,no,3.38,3.25,2.63,2.88
office,183.2,normal,medium,9,no,3.82,2.51,3.65,2.22
school,7.4,normal,low,4,yes,0.94,2.64,1.56,2.64
residential,116.9,festival,low,9,no,6.18,1.07,6.25,1.77
office,55.4,festival,low,11,no,4.46,3.02,4.86,2.56
school,34.8,normal,low,9,no,2.53,2.43,2.82,2.61
market,182.7,normal,medium,6,no,10.35,2.22,9.45,1.89
school,6.1,holiday,low,5,no,2.33,3.94,3.31,3.15
residential,49.5,normal,medium,3,yes,5.44,2.53,3.89,2.89
residential,28.4,holiday,low,5,no,4.71,2.71,6.11,3.29
tourist_area,6.4,festival,high,3,no,8.33,8.77,8.41,8.13
residential,19.2,normal,high,5,no,8.4,2.71,7.91,3.15
market,34.4,normal,low,5,no,6.69,1.85,6.81,1.73
tourist_area,30.1,normal,medium,2,no,3.07,5.46,3.71,5.06
office,99.4,normal,low,9,no,2.87,2.37,2.72,2.76
residential,223.4,normal,medium,7,no,6.17,1.85,6.12,1.51
residential,107.3,holiday,low,6,no,3.01,0.46,4.72,0.5
residential,21.1,festival,medium,5,no,7.76,3.72,8.42,3.59
school,1.9,festival,medium,4,yes,5.75,6.56,4.8,7.04
market,219.2,normal,high,8,no,13.9,3.07,14.37,3.42
residential,5.8,holiday,low,2,yes,7.2,3.06,6.55,2.17
tourist_area,133.4,holiday,high,8,no,8.0,7.08,7.95,6.39
market,48.8,normal,high,1,no,10.76,4.33,11.21,4.63
residential,7.3,normal,low,10,no,2.35,2.67,2.85,2.97
market,22.5,normal,medium,1,yes,8.96,2.93,8.96,3.43
school,8.3,festival,low,3,no,2.82,3.08,2.65,3.03
residential,42.8,normal,medium,5,no,6.01,1.72,4.37,2.7
residential,103.1,holiday,medium,6,no,7.11,2.16,6.79,2.25
office,58.1,normal,medium,4,no,3.37,3.38,3.73,3.05
market,214.8,holiday,medium,7,no,12.46,1.43,12.55,1.64
market,105.5,normal,high,7,no,13.44,3.72,12.86,2.94
market,38.8,normal,low,2,no,5.14,1.86,5.98,3.25
residential,23.9,normal,high,2,no,7.04,3.12,6.49,3.83
residential,14.6,normal,low,2,no,5.26,2.7,3.78,1.99
market,31.3,holiday,high,2,no,13.02,2.8,14.13,4.35
residential,200.6,normal,medium,9,no,5.04,2.15,4.67,2.37
residential,16.2,normal,low,5,no,3.99,1.13,4.58,1.55
office,11.3,normal,high,11,no,3.5,4.58,3.26,4.4
tourist_area,86.5,normal,medium,8,no,3.73,3.89,4.44,3.8
office,17.1,normal,medium,5,yes,3.69,4.91,3.24,4.44
office,2.3,normal,medium,11,no,2.02,3.78,1.67,2.89
residential,20.7,festival,medium,5,no,7.62,3.52,8.31,3.05
tourist_area,20.5,normal,medium,1,no,5.68,5.07,5.32,5.13
residential,110.9,holiday,high,6,no,11.23,2.69,11.26,3.48
tourist_area,13.5,festival,low,4,no,5.7,2.62,5.6,3.1
tourist_area,28.5,normal,medium,3,yes,5.68,5.32,6.77,5.95
office,182.2,normal,high,6,no,3.75,3.6,4.36,2.72
tourist_area,93.3,normal,low,2,no,2.11,3.04,2.85,3.74
school,77.0,festival,low,8,no,4.91,2.65,3.5,2.43
residential,1.3,festival,high,1,no,9.26,3.82,9.04,4.15
market,104.4,normal,medium,12,no,9.7,4.53,9.45,4.16
school,106.4,holiday,medium,9,no,4.37,4.05,3.9,4.15
residential,94.7,normal,low,8,no,3.94,1.56,4.25,1.47
school,4.8,festival,medium,1,no,4.78,5.41,3.81,4.87
tourist_area,4.6,festival,low,10,no,5.73,4.39,5.65,4.06
residential,5.5,normal,medium,12,no,4.37,3.41,4.6,3.61
office,31.2,normal,high,9,no,6.09,4.84,4.71,4.25
tourist_area,69.7,normal,medium,2,no,4.37,5.21,4.66,5.05
tourist_area,23.3,normal,medium,3,no,4.57,4.85,3.44,4.18
tourist_area,36.1,holiday,high,2,yes,7.75,9.66,7.89,9.82
market,165.2,normal,medium,8,no,11.53,2.19,12.06,1.71
tourist_area,47.0,normal,high,2,no,5.46,6.51,5.9,6.92
office,64.3,normal,medium,10,no,2.35,2.92,3.06,2.66
residential,102.6,festival,high,2,yes,12.55,4.66,11.56,5.29
market,17.3,normal,low,1,no,4.85,1.43,6.33,1.78
office,294.3,normal,low,7,no,2.94,1.99,3.74,1.67
residential,38.5,normal,low,12,no,3.67,1.72,3.14,2.56
school,2.2,festival,medium,2,yes,5.03,6.01,4.38,6.18
school,34.4,holiday,high,10,no,2.86,5.1,4.14,5.3
residential,34.8,normal,medium,5,yes,6.54,1.09,7.62,2.25
school,70.9,normal,medium,5,no,3.64,3.07,2.55,2.63
office,14.0,normal,high,3,no,3.36,4.84,2.96,3.52
market,26.4,normal,medium,3,no,7.35,2.76,7.58,3.35
residential,0.4,normal,medium,12,no,4.9,3.73,3.54,2.97
residential,12.1,festival,medium,3,no,6.65,4.0,6.96,4.02
market,22.3,normal,medium,6,no,11.78,2.61,11.71,2.63
tourist_area,22.1,holiday,low,4,no,5.07,2.87,3.89,2.76
residential,51.0,normal,high,3,yes,6.83,3.66,7.24,4.0
school,6.9,holiday,low,2,no,1.02,2.86,1.07,2.86
residential,22.5,holiday,low,3,no,5.0,1.93,5.7,1.46
residential,6.8,normal,high,4,no,7.09,2.94,6.75,2.53
office,35.2,normal,medium,6,no,2.74,2.28,3.95,1.84
office,21.5,normal,medium,4,no,2.87,3.01,2.63,3.32
residential,30.9,normal,medium,8,no,6.39,2.63,6.62,1.99
market,26.6,normal,medium,3,no,6.73,2.42,7.44,2.62
residential,1.0,normal,medium,12,yes,6.56,3.47,6.1,3.4
market,3.4,festival,medium,3,yes,13.07,4.53,13.28,4.16
school,24.0,normal,medium,3,no,2.29,4.27,2.52,3.41
residential,139.6,holiday,high,8,no,10.39,3.06,9.83,4.2
residential,0.9,normal,medium,4,yes,7.26,3.65,6.42,3.29
market,25.6,holiday,high,1,no,11.57,3.82,12.93,5.02
tourist_area,54.7,normal,low,2,no,2.78,3.47,3.23,4.0
tourist_area,38.4,festival,medium,10,no,6.73,6.53,7.3,6.33
residential,4.2,normal,medium,2,no,4.28,3.32,4.14,3.05
office,26.9,normal,high,3,no,3.72,5.62,3.67,5.14
market,163.6,normal,low,6,no,7.26,2.55,7.27,3.01
market,57.8,normal,medium,8,no,9.5,2.43,9.87,2.86
office,58.0,normal,high,12,no,4.47,5.76,4.63,5.1
tourist_area,71.0,normal,low,1,yes,4.8,4.72,4.36,4.71
tourist_area,198.2,normal,high,9,no,7.31,4.44,6.67,5.28
school,52.2,holiday,low,1,no,2.75,2.19,2.95,2.17
market,41.0,normal,high,10,no,12.98,3.76,12.54,4.02
office,30.1,normal,high,2,no,4.06,3.72,3.04,4.71
residential,34.1,holiday,medium,3,yes,6.93,2.76,5.59,2.66
school,151.6,normal,medium,7,no,3.67,2.6,3.61,2.54
market,160.4,normal,low,9,no,7.26,2.03,6.73,2.45
school,11.9,normal,high,3,no,2.84,5.32,3.25,5.05
residential,80.6,festival,medium,8,yes,10.42,3.61,10.08,3.05
residential,227.6,holiday,low,9,yes,7.1,2.32,6.77,2.6
tourist_area,0.5,holiday,medium,10,no,6.56,6.0,5.91,6.15
residential,127.9,normal,medium,7,no,5.67,2.02,6.89,2.06
market,92.9,holiday,low,4,yes,8.47,1.54,9.54,2.57
residential,36.7,normal,low,4,no,4.06,2.36,4.83,2.57
residential,153.0,normal,low,4,no,2.71,0.68,3.28,1.04
residential,121.9,normal,medium,6,yes,8.29,2.11,8.27,3.2
residential,1.0,normal,medium,4,no,4.16,2.74,4.65,3.29
office,52.6,normal,medium,5,no,4.37,2.98,4.84,2.16
residential,98.3,normal,high,9,no,7.13,2.23,7.23,2.06
tourist_area,17.7,normal,high,12,no,5.83,7.71,4.98,6.57
school,78.8,normal,medium,7,no,1.1,2.78,0.67,2.86
market,92.5,holiday,low,8,no,9.19,3.86,10.12,2.49
school,16.9,normal,medium,5,no,3.68,3.79,3.6,3.36
market,14.3,holiday,medium,5,no,10.98,3.12,11.42,3.63
office,30.1,normal,medium,11,no,1.88,2.26,3.23,2.13
residential,170.9,holiday,medium,7,no,7.88,1.92,6.7,2.14
market,10.6,normal,medium,11,no,8.09,2.55,8.05,2.91
tourist_area,7.2,normal,high,12,no,7.67,7.12,6.77,7.23
tourist_area,105.5,normal,low,8,no,5.87,2.95,5.56,2.99
tourist_area,111.6,normal,medium,9,no,5.61,5.17,4.95,3.82
market,69.4,holiday,low,2,no,6.84,2.28,6.19,1.97
office,0.5,normal,high,3,no,3.44,4.37,2.88,5.1
market,57.5,normal,low,12,no,6.2,2.44,6.87,1.87
market,22.1,holiday,low,12,no,8.83,3.55,7.78,3.94
residential,29.1,normal,medium,2,yes,5.67,3.87,5.21,2.88
school,2.9,normal,medium,10,no,1.85,4.57,2.51,3.62
residential,84.6,normal,low,7,no,6.6,1.66,5.35,1.13
residential,7.7,normal,medium,12,no,3.04,3.29,2.7,3.61
office,8.8,normal,medium,2,no,2.29,4.04,1.51,3.58
residential,21.0,normal,low,12,no,3.68,1.09,3.61,1.65
residential,50.2,festival,medium,2,no,6.16,2.63,6.82,2.94
residential,40.9,normal,high,2,no,7.32,3.18,6.73,3.19
tourist_area,26.8,normal,medium,12,yes,5.21,8.03,5.42,8.11
market,23.3,normal,high,4,no,10.95,3.55,10.45,3.95
market,16.7,festival,medium,1,no,14.16,2.81,12.44,2.86
office,108.0,holiday,medium,2,no,3.58,3.23,4.83,3.42
office,24.6,normal,low,3,yes,2.38,3.89,3.18,4.23
residential,49.5,holiday,medium,7,no,6.66,1.43,7.33,2.01
school,7.8,normal,high,10,no,4.98,4.42,3.97,4.09
office,28.4,normal,high,1,no,4.9,4.72,4.3,4.07
school,73.4,normal,medium,6,no,3.63,3.21,3.35,3.7
residential,0.2,normal,low,3,no,5.46,2.1,5.49,2.24
office,53.2,normal,low,3,no,2.2,1.72,2.43,1.59
market,36.5,festival,medium,4,no,13.69,3.42,14.12,3.86
residential,32.5,normal,medium,4,no,6.14,3.46,5.7,3.68
market,69.3,festival,low,7,no,13.69,1.36,13.44,2.42
residential,13.5,normal,high,3,yes,6.94,4.83,7.38,5.12
residential,234.6,normal,medium,8,no,6.31,1.13,6.26,1.76
office,191.5,normal,high,8,yes,6.17,5.22,5.57,4.8
residential,10.1,normal,high,11,no,5.41,2.87,5.89,2.97
market,58.7,normal,high,7,no,15.0,2.24,13.85,2.68
market,17.9,normal,medium,2,no,9.5,3.04,8.75,2.64
residential,13.2,normal,medium,5,no,5.96,2.3,5.84,2.13
tourist_area,114.2,normal,medium,6,no,4.44,4.32,3.35,4.84
residential,101.8,holiday,medium,12,no,5.9,4.31,5.74,3.07
residential,13.5,normal,medium,10,no,6.88,3.37,5.47,2.28
residential,1.9,normal,high,4,yes,9.77,2.74,9.51,3.57
residential,68.4,normal,high,10,no,6.88,2.23,7.31,2.49
residential,1.2,festival,high,5,no,11.85,3.43,11.46,2.77
office,298.0,holiday,high,9,no,5.23,3.55,5.73,3.83
tourist_area,32.8,normal,low,11,yes,4.37,5.44,4.58,4.95
residential,230.9,normal,low,7,no,3.42,1.96,3.79,1.49
school,6.7,normal,medium,2,no,2.64,3.74,3.41,4.2
office,1.2,festival,medium,11,no,5.84,5.19,4.93,4.46
office,20.1,normal,high,1,no,3.15,5.4,4.27,5.11
market,18.0,normal,medium,2,no,7.55,4.2,7.47,3.58
residential,12.1,normal,medium,3,no,5.31,2.78,4.59,2.64
residential,94.9,normal,medium,11,no,5.21,0.67,4.97,0.76
office,51.9,festival,low,2,no,4.28,3.13,3.18,2.92
office,32.5,normal,medium,11,no,1.81,4.44,2.77,4.13
residential,5.3,normal,high,3,yes,7.94,4.17,6.83,4.28
market,39.8,normal,low,10,no,6.63,2.5,7.44,3.14
tourist_area,38.9,holiday,medium,11,yes,5.28,7.97,5.18,8.1
office,16.6,holiday,medium,11,no,2.71,3.56,3.57,4.11
tourist_area,77.6,normal,low,12,no,4.45,3.75,3.99,4.39
office,5.5,normal,low,12,yes,3.25,3.47,3.12,3.32
market,68.5,festival,high,9,yes,15.0,5.99,17.88,6.48
school,2.0,normal,medium,4,no,1.1,3.23,1.92,3.99
school,47.6,normal,low,12,no,2.4,3.6,2.24,3.2
residential,117.9,normal,low,9,no,3.91,2.11,3.14,2.72
market,11.3,festival,medium,11,no,13.7,4.82,12.93,4.74
office,5.4,normal,medium,3,yes,5.21,4.17,4.15,5.16
residential,1.2,holiday,medium,12,no,4.39,1.87,4.46,2.65
office,5.5,normal,low,1,no,1.13,2.73,2.26,2.4
school,18.1,normal,high,11,no,2.59,7.04,2.91,6.04
tourist_area,8.5,normal,medium,5,no,5.0,4.59,4.52,4.43
residential,9.0,normal,medium,10,no,4.59,2.18,4.5,2.06
residential,62.5,normal,medium,10,no,4.55,2.19,4.5,2.87
school,21.7,normal,medium,2,no,2.69,3.94,2.35,3.97
residential,39.2,normal,high,4,no,7.22,3.96,6.55,2.82
office,1.1,holiday,high,2,no,4.47,5.39,3.94,5.46
office,13.6,festival,medium,2,yes,5.16,5.66,5.54,5.7
residential,19.6,normal,high,3,no,6.53,2.66,6.61,2.67
market,6.2,normal,high,5,no,12.64,3.3,12.55,3.55
market,3.8,normal,high,4,no,12.59,5.06,12.38,4.43
market,61.3,normal,low,2,yes,5.6,1.64,6.09,2.33
tourist_area,84.1,holiday,medium,11,no,3.54,7.14,4.21,6.89
office,2.5,normal,medium,10,no,2.28,3.6,2.9,3.72
school,12.9,normal,high,2,no,2.96,5.6,3.26,4.87
office,277.2,holiday,low,6,no,3.08,3.1,2.24,3.65
market,20.6,normal,medium,7,no,10.41,2.41,10.2,1.76
tourist_area,31.0,normal,medium,12,no,2.79,5.27,2.49,5.4
school,107.5,normal,medium,10,no,3.42,3.91,3.48,3.38
office,300.0,normal,medium,6,no,4.04,2.64,4.37,2.85
office,102.6,normal,high,7,no,4.72,2.7,4.43,3.22
residential,5.3,holiday,medium,1,yes,7.87,4.19,7.26,3.88
office,43.5,holiday,high,6,no,6.53,4.97,4.91,5.45
residential,66.1,normal,medium,11,no,8.3,1.91,7.6,2.73
residential,72.8,festival,medium,3,no,6.0,2.17,7.03,2.44
residential,28.1,normal,medium,1,no,5.93,1.52,6.1,2.37
tourist_area,163.1,holiday,low,8,no,3.8,3.55,5.12,4.13
office,40.4,normal,medium,4,no,2.34,2.4,1.94,3.29
office,32.5,festival,medium,10,yes,5.42,5.62,6.04,5.5
office,179.2,festival,medium,8,no,5.84,4.23,6.63,3.26
school,34.7,normal,high,10,no,4.69,4.43,3.31,4.89
tourist_area,22.9,festival,medium,11,no,8.28,7.49,7.67,7.55
market,8.1,holiday,low,4,no,9.24,1.86,8.55,1.71
market,40.9,holiday,low,4,no,7.14,1.73,8.05,1.98
residential,19.2,normal,medium,12,no,6.11,1.94,4.14,2.31
office,10.5,holiday,medium,10,no,4.75,3.11,5.41,4.14
office,48.6,holiday,low,4,no,3.03,3.45,2.9,3.91
market,103.9,normal,medium,6,no,10.45,2.51,10.84,3.05
residential,230.7,festival,medium,9,no,7.34,3.59,7.92,3.16
office,5.4,normal,medium,5,no,4.16,4.18,4.11,4.26
residential,31.4,normal,high,12,no,5.43,3.91,4.45,4.1
office,8.4,normal,medium,10,no,3.02,4.26,2.81,3.88
tourist_area,238.3,normal,medium,8,no,5.28,4.35,5.88,5.1
market,53.9,normal,high,8,yes,15.0,3.4,15.49,3.36
residential,32.0,normal,medium,4,no,5.64,2.54,4.52,2.72
office,47.0,festival,medium,11,yes,6.93,7.03,6.42,6.89
office,13.2,normal,medium,10,no,2.69,3.61,2.35,3.42
market,260.0,normal,low,9,no,7.48,1.54,6.89,1.88
tourist_area,165.6,normal,medium,9,no,5.7,3.68,4.54,4.38
residential,10.5,normal,medium,5,no,4.96,2.3,5.55,2.41
